Age,Gender,Education Level,Job Title,Years of Experience,Work Hours,Industry,Salary
66,Female,Phd,Junior Developer,44,80,It/Tech,2206
69,Male,Phd,Junior Developer,47,80,It/Tech,2225
49,Male,Phd,Junior Developer,27,80,It/Tech,890
57,Female,Phd,Customer Service Rep,35,80,Other,1496
70,Female,Phd,Junior Developer,52,80,It/Tech,2499
70,Male,Phd,Data Entry Clerk,52,80,It/Tech,2362
70,Male,Phd,Customer Service Rep,48,80,Other,2215
70,Female,Phd,Junior Developer,52,80,It/Tech,2323
70,Female,Post Graduation,Customer Service Rep,52,80,Other,2551
70,Male,Phd,Junior Developer,52,80,It/Tech,2802
70,Female,Phd,Junior Developer,52,80,It/Tech,2200
70,Male,Phd,Data Entry Clerk,49,80,It/Tech,1908
62,Male,Phd,Customer Service Rep,40,80,Other,1413
56,Male,Phd,Data Entry Clerk,34,80,It/Tech,1912
70,Male,Phd,Junior Developer,52,80,It/Tech,2075
64,Female,Phd,Customer Service Rep,42,80,Other,1928
58,Female,Phd,Junior Developer,36,80,It/Tech,1953
66,Male,Phd,Data Entry Clerk,44,72,It/Tech,1416
61,Male,Phd,Data Entry Clerk,39,65,It/Tech,1254
70,Female,Phd,Data Entry Clerk,52,69,It/Tech,2115
70,Female,Phd,Customer Service Rep,52,80,Other,2578
70,Male,Phd,Data Entry Clerk,50,80,It/Tech,1944
70,Female,Phd,Junior Developer,52,80,It/Tech,3300
70,Female,Phd,Customer Service Rep,51,80,Other,2063
63,Female,Phd,Junior Developer,41,80,It/Tech,1932
70,Female,Phd,Junior Developer,52,80,It/Tech,2932
70,Male,Phd,Junior Developer,52,80,It/Tech,2746
62,Female,Phd,Customer Service Rep,40,80,Other,1929
70,Female,Phd,Customer Service Rep,48,80,Other,2021
63,Female,Phd,Customer Service Rep,41,80,Other,1993
58,Female,Phd,Data Entry Clerk,36,80,It/Tech,1554
32,Male,Graduation,Software Engineer,5,44,It/Tech,90000
28,Female,Post Graduation,Data Analyst,3,36,It/Tech,65000
45,Male,Phd,Senior Manager,15,55,Other,150000
36,Female,Graduation,Sales Associate,7,38,Business,60000
52,Male,Post Graduation,Director,20,49,Other,200000
29,Male,Graduation,Marketing Analyst,2,41,Business,55000
42,Female,Post Graduation,Product Manager,12,49,Other,120000
31,Male,Graduation,Sales Manager,4,48,Business,80000
26,Female,Graduation,Marketing Coordinator,1,43,Business,45000
38,Male,Phd,Senior Scientist,10,46,Other,110000
29,Male,Post Graduation,Software Developer,3,40,It/Tech,75000
48,Female,Graduation,Hr Manager,18,54,Hr,140000
35,Male,Graduation,Financial Analyst,6,42,Finance,65000
40,Female,Post Graduation,Project Manager,14,57,Other,130000
27,Male,Graduation,Customer Service Rep,2,35,Other,40000
44,Male,Graduation,Operations Manager,16,55,Other,125000
33,Female,Post Graduation,Marketing Manager,7,55,Business,90000
39,Male,Phd,Senior Engineer,12,54,It/Tech,115000
25,Female,Graduation,Data Entry Clerk,0,39,It/Tech,35000
51,Male,Graduation,Sales Director,22,50,Business,180000
34,Female,Post Graduation,Business Analyst,5,43,Business,80000
47,Male,Post Graduation,Vp Of Operations,19,44,Other,190000
30,Male,Graduation,It Support,2,41,It/Tech,50000
36,Female,Graduation,Recruiter,9,44,It/Tech,60000
41,Male,Post Graduation,Financial Manager,13,52,Finance,140000
28,Female,Graduation,Social Media Specialist,3,39,Other,45000
37,Female,Post Graduation,Software Manager,11,50,It/Tech,110000
24,Male,Graduation,Junior Developer,1,40,It/Tech,40000
43,Female,Phd,Senior Consultant,15,53,Other,140000
33,Male,Post Graduation,Product Designer,6,40,Other,90000
50,Male,Graduation,Ceo,25,44,Other,250000
31,Female,Graduation,Accountant,4,43,Finance,55000
29,Male,Post Graduation,Data Scientist,3,39,It/Tech,75000
39,Female,Graduation,Marketing Specialist,10,40,Business,65000
46,Male,Phd,Senior Manager,20,54,Other,170000
27,Male,Graduation,Technical Writer,2,35,It/Tech,45000
35,Female,Graduation,Hr Generalist,7,42,Hr,60000
42,Male,Post Graduation,Project Engineer,14,44,It/Tech,115000
26,Female,Graduation,Customer Success Rep,1,43,Other,40000
49,Male,Graduation,Sales Executive,21,44,Business,160000
34,Female,Post Graduation,Ux Designer,5,36,Other,80000
48,Male,Post Graduation,Operations Director,18,59,Other,190000
30,Male,Graduation,Network Engineer,3,40,It/Tech,60000
36,Female,Graduation,Administrative Assistant,8,38,Other,45000
41,Male,Post Graduation,Strategy Consultant,13,38,Other,130000
28,Female,Graduation,Copywriter,2,39,It/Tech,40000
32,Male,Graduation,Account Manager,5,47,Other,75000
45,Female,Post Graduation,Director Of Marketing,16,49,Business,180000
38,Male,Phd,Senior Scientist,11,49,Other,120000
25,Male,Graduation,Help Desk Analyst,0,38,Other,35000
51,Female,Graduation,Customer Service Manager,22,58,Other,130000
33,Male,Post Graduation,Business Intelligence Analyst,7,37,Business,85000
40,Female,Graduation,Event Coordinator,12,36,Other,60000
47,Male,Post Graduation,Vp Of Finance,19,44,Finance,200000
29,Female,Graduation,Graphic Designer,3,35,Other,50000
36,Male,Graduation,Sales Manager,9,56,Business,95000
27,Female,Post Graduation,Ux Researcher,2,40,Other,65000
43,Male,Phd,Senior Engineer,17,48,It/Tech,140000
30,Female,Graduation,Social Media Manager,4,52,Other,55000
35,Male,Post Graduation,Product Manager,7,54,Other,105000
51,Female,Post Graduation,Director Of Operations,23,55,Other,170000
29,Male,Graduation,Marketing Analyst,3,35,Business,50000
40,Female,Graduation,Hr Manager,12,55,Hr,80000
47,Male,Phd,Senior Data Scientist,21,56,It/Tech,180000
26,Male,Graduation,Junior Accountant,1,39,Finance,35000
38,Female,Post Graduation,Digital Marketing Manager,10,47,It/Tech,90000
46,Male,Graduation,It Manager,19,48,It/Tech,120000
31,Female,Graduation,Customer Service Representative,5,35,Other,45000
34,Male,Post Graduation,Business Development Manager,8,45,Business,90000
49,Female,Post Graduation,Senior Financial Analyst,18,49,Finance,150000
33,Male,Graduation,Web Developer,6,40,It/Tech,65000
39,Female,Graduation,Recruiter,11,39,It/Tech,70000
45,Male,Phd,Research Director,16,51,Other,190000
28,Male,Graduation,Technical Support Specialist,2,38,Other,40000
42,Female,Post Graduation,Creative Director,14,51,Other,120000
37,Male,Graduation,Project Manager,10,55,Other,95000
50,Female,Graduation,Operations Manager,22,45,Other,160000
32,Male,Post Graduation,Senior Software Engineer,6,56,It/Tech,100000
48,Female,Post Graduation,Human Resources Director,20,48,Hr,180000
30,Female,Graduation,Content Marketing Manager,3,49,Business,55000
36,Male,Graduation,Technical Recruiter,8,36,It/Tech,70000
41,Female,Post Graduation,Data Analyst,13,41,It/Tech,80000
25,Male,Graduation,Sales Representative,0,36,Business,30000
52,Male,Phd,Chief Technology Officer,24,40,Other,250000
29,Female,Graduation,Junior Designer,2,35,Other,40000
34,Female,Post Graduation,Financial Advisor,10,37,Finance,95000
27,Male,Graduation,Junior Account Manager,2,56,Other,45000
40,Female,Graduation,Hr Generalist,15,39,Hr,80000
46,Male,Post Graduation,Senior Project Manager,21,53,Other,135000
31,Female,Graduation,Marketing Coordinator,6,38,Business,55000
36,Male,Phd,Principal Scientist,11,42,Other,120000
29,Female,Graduation,Sales Associate,3,42,Business,40000
43,Male,Graduation,Supply Chain Manager,18,52,Other,105000
52,Female,Post Graduation,Senior Marketing Manager,25,45,Business,170000
33,Male,Graduation,Business Analyst,7,35,Business,75000
39,Female,Graduation,Training Specialist,12,37,Other,65000
47,Male,Phd,Research Scientist,22,41,Other,160000
26,Male,Graduation,Junior Software Developer,1,41,It/Tech,35000
38,Female,Post Graduation,Public Relations Manager,10,52,Other,90000
45,Male,Graduation,Operations Analyst,20,41,Other,110000
31,Female,Graduation,Event Coordinator,5,42,Other,45000
35,Male,Post Graduation,Product Marketing Manager,8,53,Business,95000
49,Female,Post Graduation,Senior Hr Manager,19,45,Hr,150000
33,Male,Graduation,Junior Web Developer,5,37,It/Tech,50000
39,Female,Post Graduation,Senior Project Coordinator,13,56,Other,80000
44,Male,Phd,Chief Data Officer,16,44,It/Tech,220000
30,Female,Graduation,Digital Content Producer,3,38,It/Tech,50000
36,Male,Graduation,It Support Specialist,7,38,It/Tech,60000
41,Female,Post Graduation,Senior Marketing Analyst,14,56,Business,100000
28,Male,Graduation,Customer Success Manager,2,47,Other,40000
42,Female,Post Graduation,Senior Graphic Designer,15,49,Other,110000
37,Male,Graduation,Software Project Manager,9,55,It/Tech,95000
50,Female,Graduation,Supply Chain Analyst,22,37,Other,130000
32,Male,Post Graduation,Senior Business Analyst,6,45,Business,90000
23,Female,Graduation,Junior Marketing Analyst,0,37,Business,35000
31,Male,Post Graduation,Senior Financial Analyst,6,53,Finance,95000
40,Female,Graduation,Office Manager,15,53,Other,65000
48,Male,Phd,Principal Engineer,20,44,It/Tech,170000
29,Female,Graduation,Junior Hr Generalist,3,37,Hr,45000
35,Male,Post Graduation,Senior Product Manager,10,56,Other,120000
42,Female,Graduation,Sales Manager,17,54,Business,100000
53,Male,Post Graduation,Director Of Marketing,25,49,Business,180000
33,Female,Graduation,Junior Operations Analyst,5,43,Other,50000
38,Male,Graduation,Customer Service Manager,11,49,Other,80000
44,Female,Phd,Senior Scientist,16,51,Other,140000
26,Male,Graduation,Junior Accountant,2,37,Finance,40000
37,Female,Post Graduation,Senior Hr Generalist,9,47,Hr,95000
45,Male,Graduation,Sales Operations Manager,18,50,Business,110000
32,Female,Graduation,Marketing Coordinator,4,37,Business,50000
34,Male,Post Graduation,Senior Software Developer,8,52,It/Tech,105000
50,Female,Post Graduation,Director Of Operations,21,49,Other,160000
29,Male,Graduation,Junior Web Designer,3,38,Other,45000
40,Female,Post Graduation,Senior Training Specialist,12,47,Other,100000
47,Male,Phd,Senior Research Scientist,22,49,Other,160000
27,Male,Graduation,Junior Sales Representative,1,44,Business,35000
39,Female,Graduation,Administrative Assistant,10,41,Other,55000
46,Male,Post Graduation,Senior Project Manager,19,48,Other,140000
30,Female,Graduation,Junior Marketing Manager,4,53,Business,50000
36,Male,Graduation,Junior Data Analyst,7,36,It/Tech,60000
43,Female,Post Graduation,Senior Product Marketing Manager,14,47,Business,120000
28,Male,Graduation,Junior Business Analyst,2,36,Business,40000
41,Female,Post Graduation,Senior Marketing Manager,13,56,Business,110000
33,Male,Graduation,Junior Software Developer,5,43,It/Tech,50000
47,Male,Graduation,Senior Sales Manager,20,59,Business,135000
25,Female,Post Graduation,Junior Marketing Specialist,2,39,Business,40000
34,Male,Graduation,Senior Business Analyst,8,59,Business,90000
42,Female,Phd,Senior Data Scientist,16,51,It/Tech,150000
31,Male,Graduation,Junior Project Manager,4,52,Other,60000
38,Female,Graduation,Senior Accountant,10,58,Finance,80000
45,Male,Post Graduation,Director Of Sales,19,45,Business,175000
29,Female,Graduation,Junior Recruiter,3,38,It/Tech,45000
36,Male,Post Graduation,Senior Business Development Manager,11,46,Business,120000
43,Female,Phd,Senior Product Designer,18,59,Other,140000
26,Male,Graduation,Junior Customer Support Specialist,2,37,Other,35000
37,Female,Post Graduation,Senior Marketing Analyst,9,50,Business,95000
44,Male,Graduation,Senior It Support Specialist,14,52,It/Tech,110000
32,Female,Graduation,Junior Financial Analyst,5,38,Finance,50000
33,Male,Post Graduation,Senior Operations Manager,7,47,Other,115000
51,Female,Phd,Director Of Human Resources,23,59,Hr,185000
28,Male,Graduation,Junior Software Engineer,2,36,It/Tech,40000
39,Female,Graduation,Senior Sales Representative,12,57,Business,90000
48,Male,Post Graduation,Director Of Product Management,21,55,Other,175000
30,Female,Graduation,Junior Copywriter,3,41,It/Tech,45000
35,Male,Graduation,Senior Marketing Coordinator,7,47,Business,80000
41,Female,Post Graduation,Senior Human Resources Manager,13,50,Hr,120000
27,Male,Graduation,Junior Business Development Associate,2,35,Business,35000
40,Female,Graduation,Senior Account Manager,14,52,Other,110000
46,Male,Phd,Senior Researcher,18,45,Other,150000
31,Female,Graduation,Junior Hr Coordinator,4,41,Hr,50000
34,Male,Post Graduation,Senior Software Engineer,9,58,It/Tech,105000
50,Female,Post Graduation,Director Of Finance,20,46,Finance,180000
29,Male,Graduation,Junior Marketing Coordinator,2,41,Business,40000
43,Male,Graduation,Senior Project Manager,16,47,Other,140000
26,Female,Post Graduation,Junior Data Scientist,2,35,It/Tech,45000
35,Male,Graduation,Senior Operations Analyst,7,56,Other,85000
42,Female,Phd,Senior Marketing Manager,18,49,Business,140000
31,Male,Graduation,Junior Accountant,4,43,Finance,50000
38,Female,Graduation,Senior Human Resources Coordinator,10,59,Hr,80000
46,Male,Post Graduation,Director Of Operations,20,59,Other,170000
29,Female,Graduation,Junior Sales Representative,2,35,Business,40000
37,Male,Post Graduation,Senior Business Analyst,9,54,Business,105000
44,Female,Phd,Senior Ux Designer,15,46,Other,145000
27,Male,Graduation,Junior Product Manager,2,48,Other,40000
36,Female,Graduation,Senior Marketing Specialist,8,56,Business,85000
43,Male,Graduation,Senior It Project Manager,14,58,It/Tech,130000
33,Female,Post Graduation,Senior Financial Analyst,6,53,Finance,95000
34,Male,Graduation,Senior Quality Assurance Analyst,9,57,It/Tech,100000
50,Female,Phd,Director Of Sales And Marketing,22,51,Business,180000
28,Male,Graduation,Junior Operations Analyst,2,37,Other,35000
39,Female,Graduation,Senior Account Executive,12,49,Other,95000
47,Male,Post Graduation,Director Of Business Development,19,55,Business,170000
30,Female,Graduation,Junior Social Media Manager,3,45,Other,45000
34,Male,Graduation,Senior Product Manager,7,46,Other,95000
40,Female,Post Graduation,Senior Human Resources Specialist,13,45,Hr,120000
28,Male,Graduation,Junior Business Analyst,2,35,Business,40000
41,Female,Graduation,Senior Marketing Coordinator,11,45,Business,90000
45,Male,Phd,Senior Data Analyst,17,57,It/Tech,155000
32,Female,Graduation,Junior Account Manager,5,54,Other,55000
35,Male,Post Graduation,Senior Software Developer,9,46,It/Tech,110000
49,Female,Post Graduation,Director Of Human Capital,21,49,It/Tech,180000
30,Male,Graduation,Junior Advertising Coordinator,3,44,Other,45000
44,Male,Graduation,Senior Sales Manager,16,54,Business,130000
27,Female,Post Graduation,Junior Ux Designer,2,36,Other,45000
36,Male,Graduation,Senior Accountant,7,54,Finance,90000
41,Female,Phd,Senior Marketing Director,17,51,Business,160000
31,Male,Graduation,Junior Hr Generalist,4,38,Hr,50000
39,Female,Graduation,Senior Operations Manager,10,55,Other,120000
47,Male,Post Graduation,Director Of Finance,20,56,Finance,170000
30,Female,Graduation,Junior Marketing Coordinator,2,35,Business,40000
38,Male,Post Graduation,Senior It Consultant,9,56,It/Tech,110000
45,Female,Phd,Senior Product Designer,15,58,Other,150000
28,Male,Graduation,Junior Business Development Associate,2,39,Business,40000
35,Female,Graduation,Senior Marketing Analyst,8,55,Business,85000
44,Male,Graduation,Senior Software Engineer,14,48,It/Tech,130000
34,Female,Post Graduation,Senior Financial Advisor,6,49,Finance,100000
35,Male,Graduation,Senior Project Coordinator,9,55,Other,95000
50,Female,Phd,Director Of Operations,22,58,Other,180000
29,Male,Graduation,Junior Business Operations Analyst,2,36,Business,35000
40,Female,Graduation,Senior Sales Representative,12,46,Business,100000
48,Male,Post Graduation,Director Of Marketing,19,56,Business,170000
31,Female,Graduation,Junior Social Media Specialist,3,42,Other,45000
33,Male,Graduation,Senior Product Development Manager,7,48,Other,100000
42,Female,Post Graduation,Senior Human Resources Manager,13,46,Hr,140000
28,Male,Graduation,Junior Financial Analyst,2,40,Finance,40000
40,Female,Graduation,Senior Marketing Manager,11,50,Business,105000
46,Male,Phd,Senior Data Scientist,18,52,It/Tech,160000
33,Female,Graduation,Junior Operations Manager,5,48,Other,70000
37,Male,Post Graduation,Senior Software Architect,9,59,It/Tech,120000
51,Female,Post Graduation,Director Of Human Resources,21,45,Hr,190000
30,Male,Graduation,Junior Marketing Specialist,3,37,Business,45000
43,Male,Graduation,Senior Project Manager,15,49,Other,120000
27,Female,Post Graduation,Junior Research Scientist,2,35,Other,50000
35,Male,Graduation,Senior Operations Analyst,8,56,Other,85000
42,Female,Phd,Senior Marketing Manager,13,54,Business,140000
32,Male,Graduation,Junior Sales Representative,3,35,Business,45000
37,Female,Graduation,Senior Financial Analyst,9,45,Finance,100000
45,Male,Post Graduation,Senior Software Developer,16,46,It/Tech,140000
33,Female,Graduation,Junior Operations Analyst,5,42,Other,70000
39,Male,Graduation,Senior Marketing Specialist,10,52,Business,120000
44,Female,Phd,Senior Hr Manager,18,49,Hr,160000
29,Male,Graduation,Junior Business Analyst,2,40,Business,40000
38,Female,Graduation,Senior Product Manager,10,57,Other,120000
46,Male,Phd,Senior Data Analyst,19,56,It/Tech,150000
34,Female,Graduation,Junior Marketing Analyst,6,39,Business,70000
36,Male,Graduation,Senior Operations Manager,8,50,Other,95000
49,Female,Post Graduation,Director Of Marketing,21,54,Business,180000
31,Male,Graduation,Junior Financial Analyst,3,39,Finance,50000
41,Female,Graduation,Senior Project Coordinator,11,47,Other,95000
47,Male,Post Graduation,Director Of Operations,20,53,Other,170000
30,Female,Graduation,Junior Marketing Coordinator,2,36,Business,40000
38,Male,Post Graduation,Senior It Consultant,9,48,It/Tech,110000
45,Female,Phd,Senior Product Designer,15,56,Other,150000
28,Male,Graduation,Junior Business Development Associate,2,36,Business,40000
35,Female,Graduation,Senior Marketing Analyst,8,59,Business,85000
44,Male,Graduation,Senior Software Engineer,14,52,It/Tech,130000
34,Female,Post Graduation,Senior Financial Advisor,6,47,Finance,100000
50,Female,Phd,Director Of Operations,22,46,Other,180000
29,Male,Graduation,Junior Business Operations Analyst,2,41,Business,350
37,Female,Graduation,Senior Financial Manager,10,55,Finance,120000
46,Male,Phd,Senior Data Scientist,18,53,It/Tech,160000
31,Female,Graduation,Junior Marketing Coordinator,3,38,Business,50000
42,Male,Graduation,Senior Operations Manager,12,45,Other,110000
29,Female,Graduation,Junior Sales Representative,2,36,Business,40000
36,Male,Graduation,Senior Marketing Specialist,8,45,Business,95000
44,Female,Post Graduation,Senior Hr Specialist,15,51,Hr,140000
33,Male,Graduation,Junior Operations Manager,4,49,Other,60000
39,Female,Graduation,Senior Marketing Coordinator,9,59,Business,110000
45,Male,Phd,Senior Data Engineer,16,59,It/Tech,150000
32,Female,Graduation,Junior Marketing Manager,4,57,Business,60000
37,Male,Graduation,Senior Financial Analyst,8,57,Finance,90000
47,Female,Post Graduation,Director Of Marketing,20,54,Business,180000
30,Male,Graduation,Junior Business Analyst,2,43,Business,40000
38,Female,Graduation,Senior Project Manager,9,53,Other,120000
46,Male,Phd,Senior Data Analyst,17,45,It/Tech,160000
34,Female,Graduation,Junior Financial Analyst,5,36,Finance,70000
36,Male,Graduation,Senior Product Manager,8,47,Other,95000
49,Female,Post Graduation,Director Of Operations,21,54,Other,180000
31,Male,Graduation,Junior Operations Analyst,3,41,Other,50000
41,Female,Graduation,Senior Project Coordinator,11,50,Other,95000
47,Male,Post Graduation,Director Of Marketing,19,50,Business,170000
29,Female,Graduation,Junior Business Development Associate,2,35,Business,35000
35,Male,Graduation,Senior Financial Manager,9,50,Finance,100000
44,Female,Phd,Senior Product Designer,15,55,Other,150000
33,Male,Graduation,Junior Business Analyst,4,38,Business,60000
35,Female,Graduation,Senior Marketing Analyst,8,45,Business,85000
44,Male,Graduation,Senior Software Engineer,13,57,It/Tech,130000
32,Male,Graduation,Junior Product Manager,4,55,Other,65000
38,Female,Graduation,Senior Business Analyst,10,57,Business,110000
49,Male,Phd,Director Of Operations,21,50,Other,180000
29,Female,Graduation,Junior Marketing Specialist,2,38,Business,40000
35,Male,Graduation,Senior Business Development Manager,7,53,Business,90000
45,Female,Post Graduation,Senior Hr Manager,14,55,Hr,140000
33,Male,Graduation,Junior Financial Analyst,4,39,Finance,60000
40,Female,Graduation,Senior Marketing Manager,12,59,Business,130000
44,Male,Phd,Senior Data Scientist,16,56,It/Tech,160000
30,Female,Graduation,Junior Operations Coordinator,2,44,Other,40000
37,Male,Graduation,Senior Marketing Analyst,9,47,Business,100000
48,Female,Post Graduation,Director Of Hr,20,51,Hr,180000
31,Male,Graduation,Junior Project Manager,3,59,Other,55000
38,Female,Graduation,Senior Operations Coordinator,9,47,Other,120000
45,Male,Phd,Senior Data Engineer,16,51,It/Tech,150000
33,Female,Graduation,Junior Marketing Manager,5,50,Business,70000
36,Male,Graduation,Senior Business Analyst,8,52,Business,95000
49,Female,Post Graduation,Director Of Marketing,21,57,Business,180000
31,Male,Graduation,Junior Operations Analyst,3,37,Other,50000
42,Female,Graduation,Senior Project Manager,12,51,Other,120000
47,Male,Post Graduation,Director Of Marketing,19,48,Business,170000
35,Male,Graduation,Senior Financial Manager,9,58,Finance,100000
44,Female,Phd,Senior Product Designer,15,49,Other,150000
33,Male,Graduation,Junior Business Analyst,4,43,Business,60000
35,Female,Graduation,Senior Marketing Analyst,8,51,Business,85000
44,Male,Graduation,Senior Software Engineer,13,49,It/Tech,130000
34,Female,Post Graduation,Senior Financial Advisor,6,53,Finance,80000
36,Male,Graduation,Senior Marketing Specialist,8,55,Business,95000
30,Female,Graduation,Junior Hr Coordinator,2,43,Hr,40000
37,Male,Graduation,Senior Business Development Manager,10,59,Business,120000
45,Female,Post Graduation,Senior Marketing Manager,16,53,Business,160000
32,Male,Graduation,Junior Financial Advisor,4,39,Finance,65000
39,Female,Graduation,Senior Project Manager,12,49,Other,130000
47,Male,Phd,Director Of Engineering,20,58,It/Tech,180000
29,Female,Graduation,Junior Marketing Analyst,2,43,Business,40000
